Machine,Date,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,result
M040_A4,2017/1/19,2,0.053992,0,,,,,,,,,,,,,,,,39,4297.947852,7967.258528,,,,11,15162.68615,9707.461351,,,,,,,,,,3,14341.17367,8229.824177,2,3506.21593,0,32,4891.201987,8979.6503,9,6268.657874,12268.39671,2,3215.81554,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/1/20,,,,,,,,,,,,,,,,,,,55,3015.768697,4374.862884,,,,9,19829.3994,15532.92291,1,,,,,,,,,3,14341.17367,8229.824177,4,56477.93497,67742.85274,29,5665.556936,10276.0104,30,4646.533866,9825.557741,2,3215.81554,0,4,2706.54547,2158.973277,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/1/21,,,,,,,,,,,,,,,,1,,,61,2847.489297,4234.122646,,,,7,25779.05567,19065.82616,2,64434.58108,0,,,,,,,,,,3,8627.768046,3837.411089,24,6724.988456,13034.82591,49,2903.706113,6497.531135,,,,6,22140.23564,38550.01758,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/1/22,,,,,,,,,,,,,,,,1,,,68,2476.829745,4602.171286,,,,14,12083.81463,16092.64267,1,,,,,,,,,,,,,,,46,3490.888675,10237.59517,28,2166.465946,3983.359302,,,,7,15999.23892,19067.36006,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/1/23,,,,,,,,,,,,,,,,,,,88,1942.682362,4060.535974,,,,14,10589.22258,14660.70896,5,12514.84784,10555.96854,,,,,,,,,,,,,52,2699.221398,8542.343532,42,1247.669628,2810.900984,,,,5,8938.081914,6258.450954,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/1/24,,,,,,,,,,,,,,,,,,,121,1413.423941,2178.621405,,,,13,11119.38813,6392.298101,8,14775.98226,15934.76832,,,,,,,6,14923.25021,14389.72762,1,,,59,2339.806811,4331.518637,74,2071.846919,4718.517688,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A4,2017/1/25,2,361.564768,0,8,1942.462504,2318.313104,,,,,,,14,550.7457838,1504.216711,1,,,233,741.1438038,1492.136218,,,,31,5538.134477,7360.198544,7,21739.15642,19771.38515,,,,,,,11,16042.07534,11526.7047,6,24406.45034,22265.26035,165,1013.075819,2885.803323,64,2566.255431,4505.824654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/1/26,2,361.564768,0,8,1942.462504,2318.313104,,,,,,,14,550.7457838,1504.216711,1,,,309,559.2149743,1252.195232,,,,44,3243.866511,5000.733603,7,18587.70547,14932.85094,,,,,,,5,17841.15239,8239.468396,6,30206.03479,30695.05875,245,634.059355,2132.817033,49,3194.771712,5912.48897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/1/27,,,,,,,,,,,,,,,,,,,217,797.5762467,1515.76954,,,,29,5808.421995,6444.504154,5,25524.93317,30846.21755,,,,,,,,,,1,,,169,968.0762856,2888.622996,49,3548.058497,6481.458075,,,,2,23439.02344,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A4,2017/1/28,,,,,,,,,,,,,,,,,,,162,1063.056106,1633.070731,,,,12,15056.13119,12087.68025,10,14096.25895,25715.0782,,,,,,,,,,,,,75,2238.078932,6501.63646,97,1557.942356,3189.217565,,,,4,44824.51091,47402.24654,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/1/29,,,,,,,,,,,,,,,,,,,160,1047.016287,1902.4775,,,,10,16838.7044,14919.82672,13,10434.0573,18276.36267,,,,,,,,,,,,,56,3033.765984,8106.178917,105,1253.819411,4187.996825,,,,2,494.939535,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/1/30,,,,,,,,,,,,,,,,,,,189,871.5675539,1909.099437,,,,25,4376.150513,7603.484716,5,5607.369348,9402.236108,,,,,,,,,,1,,,127,1077.479252,4127.416411,49,3027.554927,8531.12778,,,,3,7249.855592,119.306565,,,,,,,2,77185.06934,0,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/1/31,,,,,,,,,,,,,,,,1,,,183,904.5064065,2006.763544,,,,25,6091.037284,11367.60236,3,32770.63344,31084.36401,,,,,,,,,,1,,,126,1169.482391,4912.206445,47,3578.699238,7310.179836,,,,3,7249.855592,119.306565,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/2/1,,,,12,170.5041915,380.2666265,,,,,,,,,,1,,,99,1675.049873,2698.699076,,,,10,17514.47811,12610.73481,5,25850.05708,26633.11114,,,,,,,,,,,,,43,3880.502849,8796.5719,53,2690.6906,5634.325043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/2/2,,,,12,170.5041915,380.2666265,,,,,,,,,,,,,64,2595.387618,3150.713126,,,,7,18464.27965,14141.69713,3,68447.08598,68401.95797,,,,,,,1,,,2,8747.458105,0,22,5480.085423,11197.80988,42,3548.41008,5596.238109,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/2/3,2,38437.806,0,,,,,,,,,,,,,,,,64,2676.226268,4199.866823,,,,8,18700.09782,11918.09624,5,11198.32369,11364.78664,,,,,,,1,,,8,10427.59597,14852.91362,26,5236.043381,9884.114043,56,2815.072937,5177.489916,,,,5,23666.96932,24179.74634,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/2/4,2,38437.806,0,,,,,,,,,,,,,,,,62,2722.414658,4824.371704,,,,11,16509.08863,8575.953807,5,26625.00083,31736.33684,,,,,,,2,17327.35723,0,9,13475.33551,16758.65338,35,4855.626066,8618.634055,39,3281.202738,8631.972262,,,,6,32689.87273,33773.11626,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/2/5,,,,,,,,,,,,,,,,,,,61,2761.036529,4020.654244,,,,8,22016.64956,11960.06468,3,52124.92966,52069.33019,,,,,,,5,30479.55856,33779.10673,9,20146.31508,22962.14898,27,5927.574875,11349.06402,32,4218.025061,10832.75842,,,,9,10970.8806,16585.87933,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/2/6,,,,,,,,,,,,,,,,,,,47,3420.096378,4045.079814,,,,7,24715.52914,12838.6152,2,55.59947,0,,,,,,,6,26893.73207,22458.16756,12,10780.01229,12072.17431,23,6740.616995,12887.25906,37,3915.609873,6525.988552,,,,14,9564.253369,14312.79083,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/2/7,,,,,,,1,,,,,,,,,,,,46,3590.045567,3879.248189,,,,7,23393.19064,15597.64035,2,41670.95742,0,,,,,,,4,46014.24584,30004.96865,9,13301.08252,12304.68199,21,7156.619406,13649.93395,31,5169.833405,7874.905175,,,,8,14307.53913,15990.35452,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/2/8,,,,2,1484.306768,0,1,,,,,,,,,,,,63,2728.299742,3610.279654,,,,7,16241.38388,13803.91475,3,49478.46423,7807.506807,,,,,,,2,94450.98163,0,4,31858.93142,33589.23323,20,5128.878961,10773.66772,35,4377.673465,6255.972628,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/2/9,,,,2,1484.306768,0,,,,,,,,,,,,,76,2206.700805,3265.790645,,,,9,18911.36316,15055.58391,2,110022.0633,0,,,,,,,3,34455.41977,15358.17312,2,64939.41915,0,23,7435.967711,12808.41179,53,2848.480975,5795.414087,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A4,2017/2/10,1,,,,,,,,,,,,,,,,,,58,2904.051346,4132.55202,,,,8,19246.56001,12434.42398,1,,,,,,,,,3,49072.25551,741.337385,5,31546.05508,39040.70859,21,6736.306006,10971.02787,38,3952.593099,8647.129671,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A4,2017/2/11,1,,,,,,,,,,,,20,36.06365126,43.50571717,,,,202,797.4436143,2644.337462,,,,30,5694.400931,12876.85956,1,,,,,,,,,3,63536.23283,57375.89613,5,30611.90387,37436.77008,194,855.6374449,5387.640566,14,11903.67717,12570.81989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/2/12,,,,,,,,,,,,,20,36.06365126,43.50571717,,,,215,804.7812401,2496.21664,,,,30,4526.42692,10166.91451,4,23378.33691,22011.79784,,,,,,,4,27940.47209,23219.46438,2,69211.81786,0,193,683.6811336,4267.465496,48,3474.754094,5702.693842,,,,3,21050.77994,5055.634176,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A4,2017/2/13,,,,,,,,,,,,,,,,,,,49,3535.361661,4048.406581,,,,7,22787.52346,14102.18108,4,31891.7913,20902.3357,,,,,,,6,24991.59715,16790.61974,6,25501.65311,19455.51244,20,7196.081089,13228.47575,56,3002.007755,5482.25301,,,,6,32294.80164,39664.51579,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/2/14,,,,,,,,,,,,,,,,,,,85,1998.079639,2880.615994,,,,6,30436.34657,16939.97562,4,51479.26487,25541.96895,,,,3,17561.37646,10765.86758,5,37243.20271,30309.40714,10,16167.02551,14111.99123,23,6917.369684,12515.94498,57,2997.119423,5756.957717,,,,6,13147.07356,10589.6123,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A4,2017/2/15,1,,,6,14661.85609,23371.88981,,,,,,,,,,,,,117,1458.300596,1975.667151,,,,9,17642.2425,16785.88283,6,32573.92766,20069.87656,,,,6,23624.31501,17910.04719,3,34678.16247,19570.91607,7,19986.1714,21410.10167,37,3920.509443,8037.260018,59,2813.542031,6638.251548,,,,4,45228.59693,29084.61013,,,,,,,1,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A4,2017/2/16,7,20391.23247,45558.90044,12,14641.34715,23553.87252,,,,,,,,,,,,,138,1240.1272,1783.14868,,,,9,16286.07903,13409.6673,8,23983.47515,23740.03694,,,,4,36071.17953,32181.88236,9,15314.56945,13288.3979,4,22802.73651,15993.64485,42,4136.838955,9211.552932,61,2823.524568,6321.232318,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/2/17,6,16.6745328,20.59790818,6,12819.88306,25588.00933,,,,,,,,,,,,,123,1317.478284,2327.461565,,,,6,30579.64226,15402.77399,7,20185.74656,24524.37109,,,,9,10093.84152,20089.3672,7,11718.52248,11975.63083,2,12338.48644,0,34,4633.291343,9325.380296,53,2511.751209,5698.378667,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/2/18,,,,3,54.1446115,45.4913625,1,,,,,,,,,,,,62,2800.443464,5362.658246,,,,8,22958.76815,13859.41505,2,34163.88168,0,,,,8,2670.85976,4520.185387,,,,,,,29,5768.959736,10281.08051,14,6981.383426,15311.60491,,,,3,33456.30157,6193.652207,,,,,,,3,52336.21207,46269.92687,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/2/19,,,,13,7686.688686,12200.46217,1,,,,,,,,,,,,58,2818.692036,4697.23932,,,,7,25813.62058,9255.313849,,,,,,,2,1846.70164,0,,,,,,,25,6651.872766,11628.07443,5,37579.54841,36799.03943,,,,34,4968.250692,17707.32516,,,,,,,2,6066.285203,0,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/2/20,,,,15,10057.081,16199.28204,,,,,,,,,,,,,103,1667.658551,2375.468257,,,,6,23497.79197,13778.35935,6,4047.390565,4411.83871,,,,4,20184.47003,17403.78298,,,,,,,26,4853.850824,8854.508535,43,3741.174096,9567.868236,,,,59,545.8080241,2326.464231,,,,,,,,,,2,67.148682,0,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/2/21,,,,31,3986.414991,12338.37028,,,,,,,,,,1,,,150,1120.532785,2027.294808,,,,13,13257.13242,16186.48818,8,13403.8275,20922.21245,,,,2,43570.67398,0,,,,,,,56,2892.482639,6916.591178,87,1950.563925,4355.450012,,,,41,4172.654724,13744.16902,,,,,,,,,,2,67.148682,0,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/2/22,,,,27,2837.383541,10290.28347,,,,,,,,,,1,,,109,1434.310311,3259.072682,,,,15,10992.52294,12585.23046,4,24502.22783,26761.95711,,,,,,,,,,,,,58,2711.378074,6521.753104,65,2232.042107,6069.617988,,,,29,5929.931343,6404.644517,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/2/23,,,,7,23764.45104,47648.93683,,,,,,,,,,,,,76,2247.873081,5649.276403,,,,12,15319.09235,13616.1229,5,41903.4023,46502.39185,,,,,,,,,,,,,34,5106.376175,10667.64002,56,3050.265619,9636.230907,,,,26,6345.808129,7229.479714,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/2/24,2,840.876917,0,25,4269.585842,8300.502214,,,,,,,,,,,,,119,1200.251002,2046.111737,,,,12,13177.99754,9804.005076,12,7714.288061,11366.32939,,,,2,22317.12878,0,,,,,,,37,4026.621476,8018.922706,102,1351.983423,2844.824571,,,,35,4643.053033,10115.17639,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/2/25,2,840.876917,0,26,5347.720833,15948.39646,,,,,,,,,,,,,89,1940.093391,5160.573718,,,,10,15457.8275,9853.080168,9,4225.871345,7037.530762,,,,2,22317.12878,0,,,,,,,33,4347.526513,8579.236713,73,2226.897945,6533.543709,,,,33,4694.828,10362.26156,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/2/26,,,,11,9137.021049,24089.04884,,,,,,,,,,,,,67,2354.94155,5085.025558,,,,8,18668.7921,11921.45427,1,,,,,,,,,,,,,,,27,5026.228684,9919.951456,33,4999.926541,10466.50551,,,,19,8545.066166,8559.035411,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/2/27,,,,4,26933.45032,38085.40838,,,,,,,,,,,,,87,1924.811457,3819.990488,,,,6,15572.52379,9307.687622,5,24030.71981,24211.28446,,,,,,,,,,,,,25,5753.463913,10771.39395,46,2921.700322,7107.949259,,,,29,6053.780845,7497.792297,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A4,2017/2/28,,,,3,667.0815505,650.6197855,4,4092.470432,5328.878386,,,,,,,2,2.613054,0,79,2193.572042,4409.130825,,,,7,24604.30041,25791.85053,8,21666.66782,24165.5526,,,,,,,,,,,,,27,6307.530769,11659.01469,48,3645.36579,11103.99991,,,,42,3780.819974,4436.074215,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/1,,,,3,667.0815505,650.6197855,4,4092.470432,5328.878386,,,,,,,2,2.613054,0,87,1856.579003,2446.956568,,,,9,19845.8178,17465.50815,4,18501.75769,23722.51434,,,,,,,,,,,,,31,5465.436687,9201.828417,31,4285.370439,10048.8028,,,,27,6543.581804,7780.263983,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/2,,,,,,,,,,,,,,,,,,,64,2454.012117,2911.874618,,,,6,21650.72312,21260.49055,,,,,,,,,,,,,,,,22,6133.847627,12372.62924,6,31969.4061,31829.48557,,,,17,9739.822917,12140.6209,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/3,,,,,,,,,,,,,,,,,,,68,2558.757843,5436.157172,,,,8,16422.28027,12126.03971,,,,5,55.64419675,51.94788348,,,,,,,,,,26,6722.234186,13574.79797,4,23826.36553,20709.50988,,,,27,6299.086614,8753.651038,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/4,,,,,,,,,,,,,,,,,,,71,2323.615477,5210.266631,,,,11,16265.28824,9408.925539,,,,5,55.64419675,51.94788348,,,,,,,,,,34,4928.887275,9093.862525,5,37638.26525,22365.87195,,,,25,5793.032853,6370.835837,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/5,,,,,,,1,,,,,,,,,,,,45,2942.839775,7641.423107,,,,6,30623.92422,18212.99048,,,,,,,37,173.5735592,328.2070565,,,,,,,18,9007.060018,17095.58805,7,22097.61412,25667.13979,,,,19,8440.558151,10197.27813,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/6,,,,,,,1,,,,,,,,,1,,,39,3544.683279,8408.064504,,,,6,19679.68888,6091.131196,,,,,,,37,173.5735592,328.2070565,,,,,,,18,5788.167137,9555.818602,7,12892.02295,10255.54679,,,,22,6979.160075,6792.298479,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/7,,,,1,,,,,,,,,5,193.1394553,231.317113,2,21902.42405,0,82,2082.860224,4714.953559,,,,16,11366.68931,13735.75437,,,,,,,2,22499.92202,0,,,,,,,68,2544.787177,7346.780874,7,14863.20731,22876.46901,,,,44,3970.489914,5388.072488,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/8,,,,1,,,1,,,,,,6,33332.70167,66279.44736,1,,,83,1972.543553,4455.912067,,,,15,9812.091319,15256.73382,,,,,,,2,22499.92202,0,,,,,,,66,2363.308478,8291.133156,6,22067.22192,43732.84736,,,,66,2572.356765,4251.156636,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/9,,,,1,,,1,,,,,,2,34417.21206,0,,,,34,4861.86437,6616.675784,,,,8,17513.29276,15680.07579,,,,,,,,,,,,,,,,25,5108.060387,11609.66481,3,32445.46803,32445.268,,,,61,2743.301646,4048.287613,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/10,1,,,5,11970.3567,20708.55178,6,3040.792669,3542.913178,,,,10,15753.13932,33002.87969,,,,28,4776.270153,6870.539293,,,,7,20767.14291,17966.8305,,,,,,,,,,,,,,,,21,6230.162871,13689.57468,5,28403.67185,27915.88697,,,,44,3606.898309,8094.086924,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/11,1,,,6,30902.4883,40440.0882,14,6763.164002,16320.70863,,,,24,2366.740743,6473.088888,,,,30,4967.849519,9282.315588,,,,6,13922.46492,17543.76499,,,,,,,2,63438.3915,0,,,,,,,17,7754.228097,16791.60421,15,11283.32001,20096.27105,,,,36,4666.492675,8978.328191,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/12,,,,2,54636.27873,0,8,1527.054162,3476.733322,,,,15,1031.978998,2663.657325,,,,34,4761.332913,8224.699899,,,,7,23498.64255,31400.74112,,,,,,,2,63438.3915,0,,,,,,,20,7420.645067,15621.96677,12,5036.733085,13405.75525,,,,33,4756.038431,5659.467598,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/13,,,,,,,,,,,,,,,,,,,69,2084.592414,3065.823932,,,,8,18235.74056,17353.05257,,,,,,,3,32262.08013,13915.94172,,,,,,,30,5102.785735,10267.4841,3,25056.79743,24560.87464,,,,24,5975.051666,8052.639555,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/14,,,,,,,,,,,,,,,,,,,82,2100.10928,2531.55661,,,,9,17259.38495,14488.62219,1,,,,,,3,32262.08013,13915.94172,,,,,,,36,4290.455502,7440.147329,5,34485.94062,21237.40053,,,,17,8993.152213,11019.98822,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/15,,,,,,,,,,,,,1,,,,,,74,2292.651509,2983.221883,,,,8,18976.93697,12686.96462,4,34783.26467,25196.74045,,,,1,,,,,,,,,31,4688.957232,9713.683957,16,7010.652892,12367.5865,,,,12,8198.63078,9661.394412,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/16,,,,,,,,,,,,,1,,,,,,106,1616.811522,2180.555508,,,,5,16665.857,12738.42883,6,22289.90702,25326.75391,,,,4,17843.581,16497.14151,,,,,,,28,4782.23124,9274.456391,29,4194.988811,8740.585998,,,,5,30684.55352,39603.56234,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/17,,,,,,,,,,,,,,,,,,,82,2077.482156,2761.536011,,,,4,49104.42814,33672.88723,3,3096.733983,2989.136677,,,,4,42384.3817,32666.0874,,,,1,,,22,7625.478567,11416.46349,20,6756.474089,9069.844884,,,,15,9505.603549,13006.31463,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/18,,,,,,,,,,,,,,,,,,,55,2957.099463,4220.800085,,,,9,15463.97112,11399.46599,,,,,,,1,,,,,,1,,,29,4418.29171,8222.998225,13,12925.14228,13504.48776,,,,24,7160.576817,6240.09788,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/19,,,,,,,,,,,,,,,,,,,76,2286.950852,3534.321651,,,,11,15854.39686,16606.53143,1,,,,,,,,,,,,1,,,32,5115.198312,11994.80958,19,8594.64675,11549.68176,,,,20,8488.163863,8027.074214,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/20,,,,,,,,,,,,,,,,,,,86,1962.444351,2248.243372,,,,8,16316.3139,20786.36665,1,,,,,,1,,,,,,1,,,24,6502.304906,13002.73916,12,9354.438483,11676.20812,,,,16,10201.52415,9680.983031,,,,,,,2,86761.46216,0,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/21,,,,,,,,,,,,,,,,,,,68,2508.507838,3295.222294,,,,5,30700.51364,31718.28125,,,,2,10.228441,0,3,12349.66934,3292.540242,,,,,,,21,7139.800275,13957.38977,11,14756.47566,21035.49772,,,,15,11773.02319,9362.781828,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/22,1,,,,,,,,,,,,,,,,,,95,1798.595597,3756.770809,,,,9,21122.60321,25245.62516,5,14578.52347,15030.29797,2,10.228441,0,2,9057.129095,0,,,,,,,37,4693.922934,11360.1376,66,2573.003053,6778.422632,,,,17,9123.016514,7513.778669,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/23,1,,,,,,,,,,,,29,578.6026916,1006.701196,,,,130,1257.975627,2740.802815,,,,10,16455.97754,14927.17543,10,15982.49821,14314.1061,,,,1,,,,,,,,,39,3897.4789,9836.20002,89,1695.668821,4408.394811,,,,14,10780.2118,8683.705926,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/24,,,,,,,,,,,,,29,578.6026916,1006.701196,,,,115,1400.613252,2419.084368,,,,13,7933.099791,8364.771967,10,13027.27428,14322.82306,,,,2,112677.3514,0,,,,,,,42,2865.584811,6337.729,70,2004.517918,4691.493749,,,,15,8529.415396,8641.517626,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/25,,,,,,,,,,,,,,,,,,,99,1754.635335,3009.564878,,,,13,13417.46137,23612.9764,6,33731.26843,45208.32341,,,,2,24216.02016,0,,,,,,,50,3285.917048,7909.443869,50,3461.756381,9936.957757,,,,15,11783.2191,13523.24907,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/26,,,,,,,,,,,,,,,,,,,96,1809.477095,2492.547818,,,,7,16950.15531,6232.377501,2,35734.07221,0,,,,1,,,,,,,,,32,4957.850236,9915.82676,43,3638.215602,9681.290308,,,,14,12515.8986,11278.47436,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/27,,,,,,,,,,,,,,,,,,,115,1497.940762,2063.830571,,,,8,21508.93358,9120.643876,6,24091.64744,19423.22292,,,,,,,,,,,,,25,6273.455626,9485.074747,74,2212.606042,4502.480689,,,,19,7371.127165,7753.546979,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/28,,,,,,,,,,,,,,,,,,,144,1183.907989,1657.211882,,,,7,25198.71801,12622.06136,10,16906.48462,13634.02328,,,,2,78210.33359,0,,,,,,,26,6763.728545,9861.12335,100,1708.3579,4084.282215,,,,15,10742.61271,11757.36247,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/29,,,,,,,,,,,,,,,,,,,139,1239.769124,1657.266451,,,,8,19298.53493,13638.25089,6,29020.60717,32686.05856,,,,3,47774.48801,30435.84558,,,,,,,30,5807.06052,9957.57248,76,2104.843682,5326.922031,,,,7,25656.61501,27443.52154,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/30,,,,,,,,,,,,,,,,,,,101,1709.859968,2408.869966,,,,10,13700.20846,14040.20836,2,74546.21344,0,,,,1,,,,,,,,,32,4582.520914,9826.327344,39,3912.386738,7659.174029,,,,2,5281.464782,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/3/31,,,,,,,,,,,,,,,,,,,104,1670.945067,2489.631256,,,,14,12112.4013,13414.69495,2,39767.87926,0,,,,1,,,,,,1,,,47,3423.736265,8870.664057,34,4963.062298,11555.58305,,,,7,9118.030551,11579.4164,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/4/1,,,,,,,25,1065.394561,2439.420994,,,,,,,1,,,115,1470.736811,2229.244505,,,,11,15663.65827,16060.55462,3,50220.16588,50156.27719,,,,2,91777.40028,0,,,,1,,,41,4048.051656,8678.371917,34,4901.481414,10932.23475,,,,18,10013.48961,11581.28276,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/4/2,,,,,,,41,2789.876348,7630.312329,,,,,,,1,,,210,807.3335609,1672.714324,,,,27,4442.964705,9282.808298,10,15185.38181,28310.67662,,,,3,58106.48858,35128.7603,,,,,,,112,1305.049194,4851.444451,70,2230.350288,4885.193947,,,,17,10459.35468,10842.89424,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/4/3,,,,,,,21,4733.647129,10896.77055,,,,,,,,,,213,779.7403499,1671.448232,1,,,28,5623.114821,12023.9696,14,10614.73754,17143.28711,,,,2,22977.72828,0,,,,,,,111,1444.684684,6126.844329,82,1900.070426,5204.190263,,,,15,10757.81722,12955.47136,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/4/4,,,,,,,5,699.7815078,852.260545,,,,,,,,,,144,1163.755202,2441.354925,1,,,9,15225.60237,16421.49306,17,7179.439914,18834.44054,,,,1,,,,,,,,,28,4511.297037,11203.85517,96,1733.426992,5053.362853,,,,24,7137.955123,12557.32072,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A4,2017/4/5,,,,,,,,,,,,,9,2664.345561,7008.941367,,,,117,1476.26585,2938.541782,,,,10,16952.59759,16697.6419,12,11506.71386,24536.07488,,,,2,129739.2701,0,,,,,,,34,4623.441767,11035.47908,96,1812.341304,4458.782122,,,,20,7024.224392,10522.87471,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
